Animation -> 13,Thriller -> 5,War -> 0,Horror -> 24,Documentary -> 16,Biography -> 3,Comedy -> 19,Western -> 2,Fantasy -> 21,Romance -> 25,Family -> 1,Drama -> 20,Short -> 15,Sport -> 14,History -> 22,Film-Noir -> 7,Reality-TV -> 4,Music -> 8,Mystery -> 9,Musical -> 23,Sci-Fi -> 11,Game-Show -> 18,Adventure -> 10,Crime -> 17,Action -> 12,News -> 6
aaron hill,9,5,20
charlie tahan,20,21,25
sharon leal,1,5,20,8
jeff jacob,16
luke edwards,19,5,24
paul williams,12,19,21,11,23
katia winter,9,5,20,24,21,10
viva bianca,12,20,3,10,22
robin wright,9,1,17,3,10,25,11,12,19,13,5,20,21,22,14,23
matt johnson,5,20,17
dong-gun jang,0,12,2,20,21
ed wynn,1,19,21,23
jørgen langhelle,19,20
victor rasuk,20,25
jonathan hyde,1,19
michael mcglone,19,20,25
mira sorvino,12,19,5,20,17,25
jon lovitz,1,2,17,10,25,11,12,19,13,5,20,21,14,23
louis ozawa changchien,9,5,20
christopher b. duncan,5,20,10
pedro miguel arce,24
rain,12,5,17
sami gayle,12,5,20,17
michael lieber,20,3,22
dolly parton,19,8,23
dominic cooper,0,9,17,24,3,10,25,11,12,19,5,20,21,22
lindsay wagner,12,5,17
lou adler,16,8
vincent duvall,20
naomi watts,12,9,19,5,20,17,24,3,10,25,11
miriam margolyes,12,1,19,20,21,25,23
ryan guzman,9,19,5,20,25,8
danny huston,9,5,2,17,20,24,3,25,11
alan ruck,12,9,19,5,20,17,10,25,11
jossara jinaro,20,23
john mcglothlin,19,24
wendy raquel robinson,12,19,17,25
ash cook,5,20
hugh bonneville,1,19,17,10,23
sam anderson,19,20
orlando bloom,0,12,19,5,20,17,21,10,25,22
yorick van wageningen,0,20,22
puti sri candra dewi,16,8
roger bart,19,5,11
gina lollobrigida,0,20,25,22
jordan lund,12,5,24,11
mike white,19,20,8
joely richardson,9,19,5,20,17,24,25,22,11
félix moati,19,20
annet mahendru,1,19,13,10
eros vlahos,1,19,21
jamie hector,12,9,5,20,17
andrew airlie,9,5,24,11
ben browder,12,20,21,10,11
ser'darius blain,1,20,14
dylan moran,19,20,24,25,14
fredro starr,12,20,25,8
kevin rahm,19,17
bill clinton,16,20,17
vic aviles,1,19,25
jan-michael vincent,19,20,17,25,11
donald gibb,12,20,3,14
nicole randall johnson,5,20,17
mark bazeley,20,3,14
cem yilmaz,0,20
petchtai wongkamlao,12
nargess mamizadeh,20
kevin mcnally,12,9,19,5,20,17,3,21,10,25,22,8,23
masi oka,19,5,20,21,25,11
carol ann susi,12,1,19,21
richard glover,9,5,17,24
sharon lawrence,9,19,5,20
hugh griffith,19,10,22
michael o'keefe,20,17
barry fitzgerald,1,20
warren clarke,12,9,5,20,17,10
helen mccrory,12,1,19,13,5,17,10
vladimir garin,9,5,20
lymari nadal,12,5,20
jon foo,12,19,5,20,17
joel murray,19,24
tate donovan,12,9,1,19,5,20,17,3,25,22
lillo brancato,19,20
sumalee montano,9,5,20,24,11
björk,20,17,23
whit spurgeon,15,5,24,11
scott a. martin,5,20,17,25
yvette nicole brown,12,1,19,5,17,11
leo rossi,20,8
tygo gernandt,0,20,22
grant bowler,12,5,20,17,11
redd foxx,12,19
patti d'arbanville,19,20,25
gerry bednob,19,25
daryl hannah,15,16,10
samantha ivers,20,25
matthew settle,9,5,20
grace gummer,19,20,25
emily gorell,16
jack canfield,16
james franco,0,9,1,17,3,10,25,11,12,19,13,5,20,21,22
sergio calderón,24
fred gwynne,19,5,20,17,24,21,25,8
susan hampshire,20
colin farrell,20,25
nick krause,19,20
tuesday knight,5,24,21
paolo montalban,0,12,20
lillian gish,0,2,20,25,22
glenne headly,1,19,20,21,10,25,8
vincent guastaferro,5,24
dave allen,19,20
jay laga'aia,12,5,24,11
aki aleong,12,5
jennifer hale,12,1,19,13,24,21,25,14,11
sung-jun yoo,12,20,10,22
carol kane,12,1,19,5,20,21,10,25,8
martina gedeck,12,5,20,17,3
mike block,16
jeff bennett,1,19,13,21,25,23
leah remini,19
jordan carlos,19,20,21,25
eddie redmayne,0,12,20,3,10,25,22,11,23
laura brent,1,21,10
joe e. brown,19,25,8
sam shepard,0,12,9,19,5,2,17,20,3,10,25,22,11
warren brown,9,5,20,17
yvonne zima,12,9,5,20,17
casper christensen,12,19,13,10,11
jean-claude dreyfus,1,20,10
gilbert roland,19,20,25,22,23
fiona glascott,20,25
sanoe lake,20,25,14
anne-marie duff,9,5,20,3,25,8
kendyl joi,9,5
kate mckinnon,12,19,21,11
wale ojo,19,5,17
kamatari fujiwara,12,20,10
jonah bobo,12,1,19,20,21,10,11
jamie lee curtis,12,9,1,19,5,20,17,24,21,10,25,8
geoff bell,12,9,19,5,20,17
warren christie,12,9,19,5,24,25,11
herbert grönemeyer,0,5,20,10
dominic colón,20
lalaine,12,5
emmanuel kabongo,24
kane hodder,12,19,5,24,21,10,11
jemima kirke,19,20,25
jordi mollà,0,12,9,19,5,2,17,20,3,25,22,11
christa miller,19,25
gen seto,9,5,24
harriet walter,20
john lone,12,19,5,17
uday chopra,19,25,23
chris bruno,9,20,21,11
mink stole,19,17,24
cjon saulsberry,5,20,17
richard bull,9,19,2,17
neil diamond,19,17,25
joe lev,20
fionnula flanagan,12,9,19,5,20,17,24,21
leven rambin,1,19,20,3,21,10,14
mako,0,1,17,3,10,25,11,12,19,13,5,20,21,22
roberts blossom,12,5,2,20
takashi shimura,12,20,10
michael abbott jr.,5,20
rick aviles,12,5,10,11
nathalie fay,19,20
luis e. carazo,19,2
dante brown,20
john lyons,9,20,17
denis lavant,0,9,20,21,25
chris noth,9,1,19,5,20,17,25,14
joan allen,12,9,1,19,5,20,17,3,21,25,22,11
chase armitage,20,8
katharine ross,1,19,2,17,20,3
salvatore santone,19
sven-ole thorsen,12,5,10
scott schwartz,1,19
dinah manoff,24,21
jacqueline macinnes wood,24
j.k. simmons,9,1,2,17,24,10,25,11,12,19,13,5,20,21,14,8
imelda staunton,1,19,13,5,20,17,24,3,21,10,8
josh henderson,12,5,20,17,25,8
mario cimarro,12,5,20,17
kim dickens,12,9,19,5,20,17,24,3,14,11
theresa russell,20
antoni corone,12,5,20,17
kevin clash,1,19,21,10,23
om puri,19,5,20,24,10,25,11
owen kline,19,20
alexander gould,9,1,19,13,5,24,10
roger lloyd pack,20
alanna ubach,19,20,21,10,25,14
jarrod bunch,19,20
richard crenna,0,12,5,10
mark webber,9,1,19,5,20,17,24,10,25,8
jeffrey markle,20
hanno pöschl,20,25
sharlto copley,12,1,5,20,17,21,10,25,11
don mcmanus,19,5,20,25
vlad ivanov,20
danny arroyo,19,20,25
aaron hughes,19,5,17,25
lee marvin,19,5,2,17,20,10,25,23
martin donovan,12,9,5,20,17,24,10
klaus kinski,0,20,25
jean-baptiste maunier,20,8
haley joel osment,9,1,19,13,5,20,24,21,10,11,8,23
nick cassavetes,12,5,24,25,11
ferdinando vetere,3
eddie kaye thomas,19,5,24,11
martin kove,0,12,1,19,5,20,10,14,11
eric sheffer stevens,9,5,20,24
flint beverage,20,25,11
samantha buck,11
paul gross,19,20,25,14
larry drake,5,17,24
thomas ian griffith,12
geraldine chaplin,0,9,5,20,25
oleg taktarov,5,20,17
shailene garnett,5,20,17
phil lamarr,1,19,13,20,17,10
jim norton,20,24,25
jake cherry,19,20,25
matt o'leary,9,5,20,17
richard tyson,12,19,20,17,24,10,25,14,11
jack mcelhone,20,25
kevin dillon,0,1,19,20,3,8,23
keith hudson,5,20,17,25
john ralston,20,25
brooke smith,12,19,5,20,3,10
larry blamire,19,24,11
eddie jones,12,5,20,14
tim mcinnerny,12,19,20,17,3,10,14
bella thorne,1,19,13,5,24,21,10,25,8
christopher rich,0,12,5,20
nandita das,0,20,25
will wright,5,17,7
adam lefevre,9,1,13,5,20,17,24,21,10
sung-kee ahn,12,20
cynthia geary,20,8
dell yount,9,5
lorne cardinal,20
michaela mcmanus,12,5,24
yaphet kotto,12,19,5,20,17,24,21,10,25,11
del zamora,19,5,17,25,11
jason flemyng,9,1,17,24,3,10,25,11,12,19,5,20,21,22,14,8
donatas banionis,9,20,11
josh hamilton,12,9,5,20
philip friedman,9,5,24,21
eric stuart,12,1,13,21,10,11
per christian ellefsen,19,20
michael brandon,20,25
jean-hugues anglade,19,5,20,17
mai charoenpura,0,12,20,10,22
johnny whitworth,9,5,17,24
leslie bibb,12,9,1,19,5,20,17,24,21,25,14
michiel huisman,0,5,20,3,21,10,25,22
vanessa zima,20
john ratzenberger,1,19,13,21,10,14,11
zoey deutch,19,20,21,25
dominic flores,19,20
ho-sung pak,12,19
patricia velasquez,12,5,21,10
peter ostrum,1,21,23
jessica hecht,19,20,25
alona tal,19,5,20,17
nina hartley,20
america ferrera,12,1,19,13,5,20,17,21,10,25
maureen mccormick,24
graham beckel,19,20,25
sandra nelson,20,3,8,23
seregon o'dassey,24
charles martinet,9,5,20
carla gallo,19,20,25
kendrick cross,20,3,14
joel moody,12,20,14
gary cole,12,9,1,19,13,5,20,17,24,21,10,25,14
diahann carroll,12,1,19,20,17,3,21,25
patrick o'donnell,24
eric winter,19,10,25
eric sykes,5,24,21
john aylward,12,1,19,5,24,21,10,11
cynthia barrett,20
joe armstrong,19,20
kelly brook,19,24
conrad dunn,12,5,20
daniel cudmore,12,5,21,10,11
paul glover,20,17
tatum o'neal,1,19,20,14
colin andrews,16
philippe petit,16,5,17,3,22
leila hatami,9,20
luisa ranieri,19,20,25
sarah wynter,19,20,25
brian bosworth,12,5,20,17
timothy van patten,12,5,20,17
samantha eggar,20,22
thom mathews,24
angela featherstone,9,19,5,20,17,24
claire foy,20,3
erin boyes,20,17,25
jamie kennedy,0,12,1,19,20,21,10,25,11
tommy knight,19,24
gary farmer,12,19,5,2,17,20,24,21
isaiah washington,19,20,17,24
alexis biesiada,23
purab kohli,0,12,5,20,22
clovis fouin,20,3,25,8
nick zano,1,19,20,21,10,25
mark l. young,0,1,19,20
sydney penny,2
raoul max trujillo,20,10
rick gonzalez,5,20,17,24,10,14,11
adrienne king,9,5,24
adam goldberg,9,1,17,24,3,10,25,12,19,13,5,20,21,8
caleb landry jones,5,20,24,11
jo hartley,5
angelina jolie pitt,0,9,1,17,3,10,25,11,12,19,13,5,20,21,22
owain yeoman,19
françoise yip,12,19
stephanie berry,19,20,25
leopold stokowski,1,13,21,8
siobhan fallon hogan,12,9,19,5,20,17,24
johnnie walker,20,17
clifton powell,19,5,20,17
will forte,12,1,19,13,20,21,10,25,11
elizabeth meriwether,19,20
eric blore,19,25,23
shiri appleby,19,5,20,25
nathin butler,12,5,20,17
richard brooker,5,24
john brodsky,5
oliver james,1,19,20,25,8
logan lerman,0,12,9,1,19,5,2,17,20,21,10,25,11
rebecca gayheart,12,19,17,10
terry kinney,0,12,20,10,25,8
rachael harris,9,1,19,20,24,3,21,8
chris klein,0,12,9,19,5,20,17,25,22,14,11,8
craig dougherty,16
mike birbiglia,19,20
paul guilfoyle,9,19,5,20,17,24,3,21
cedric the entertainer,12,1,16,13,19,20,17,3,10,25,8
noam jenkins,9,5,20
jane bradbury,19,25
simon bird,19,25
quincy jones,1,13,21,8
sebastian roché,12,13,21,10
noah huntley,5,20,24,11
razaaq adoti,12,5,20,17
jonathan brewer,12,5,20,10
joel mchale,12,1,19,5,20,17,10,25,11
jj feild,0,12,5,20,10,22
roma downey,20,3,22
sameer ali khan,0,12,5,20,22
paul scofield,0,5,20,3,22
bill baird,16
jack guzman,20,10
simon chandler,20,17,21
marc trottier,19,24,11
shannen fields,20,14
lauren german,19,5,20,24,25,11
tina desai,19,20
lela rochon,12,19,5
valentin golubenko,20,11
david conrad,24,21
alison brie,12,9,1,19,13,17,24,21,10,25
paul eenhoorn,20
luke mably,9,1,19,5,25
teo halm,1,10,11
catherine tate,1,19,21,10
eddie vedder,16
abby elliott,19
kari matchett,9,19,5,20,25,14,11
trenton rostedt,19,24
bernie casey,12,5,10
kristin lehman,12,5,20,17
summer phoenix,20
maude apatow,19,20
alex emanuel,20
rorke denver,0,12,5,20,10
ashley walters,12,1,5,10
mindy sterling,1,19,13,21,10,23
tao okamoto,12,5,10,11
dana ivey,12,1,19,5,20,17,25
maria thayer,19,20,25
sarah rafferty,19
daniel radcliffe,12,9,1,19,5,20,17,24,21,10,11
jeanne tripplehorn,12,19,5,20,17,21,10,25,11
zach callison,1,19,13,10,11
james martin kelly,19,20,25,23
humphrey bogart,0,20,17,7,25
tammy blanchard,20,3,8
cameron bright,12,9,19,5,20,24,25,11
jo prestia,9,5,20,17
sam claflin,12,20,21,10,25
annabella sciorra,19,5,20,21,25
amy schumer,19,25
maggie siff,12,5,10,11
daniel tay,19,20,3
paul mcgill,16,5,17,3,22
jeffrey weissman,19,2,10,11
trish basinger,20,8
na'blonka durden,20,17
tom cavanagh,1,19,13,5,24,10
raymond j. barry,20
ken burns,16
todd boyce,20,3,25,22
jackie gleason,1,19,20,14
olga fonda,12,20,14,11
léon schwartzenberg,16
damián delgado,20,22
ray charles,12,19,17,8
slim pickens,0,19,2,20,10,25
dick powell,19,25,23
barbara carrera,12,5,10
sarunyu wongkrachang,0,12,20,10,22
jonathan winters,12,9,1,16,13,19,5,17,21,10
brad william henke,9,19,5,20,11
mark valley,12,19,13,5,20,17,25,11
matt crabtree,19
barry lynch,9,5,24,21
alan young,12,10,11
jean stapleton,19,20,25
shad moss,19,20,25,8
lars mikkelsen,0,5,20,22
mandy gonzalez,12,5,17
enrique iglesias,12,5,17
tony curran,9,1,17,24,3,10,25,11,12,19,5,20,21,22,14
jonathan breck,9,24
ben cross,12,5,20,3,10,25,14
bruce campbell,9,5,17
brendan mackey,16,20,10,14
daniel franzese,5,24
cheech marin,1,17,24,10,25,11,12,19,13,5,20,21,14,8
constance marie,12,1,19,13,20,3,21,10,8
george wendt,19,20,25
william windom,20,17
janet hubert,20
leleti khumalo,20,3,22,14
marcela mar,20,25
levon helm,9,16,2,17,20,3,10,8,23
john kapelos,12,9,5,17,24,21,10,11
bruce dinsmore,1,19,13
conrad goode,9,5,20,17
winter ave zoli,19,20,25
edgar arreola,12,9,1,5,20,17,10
sean rogerson,24
debrianna mansini,20,25,8
dalip singh,19,17,14
vanessa hessler,1,19,21,10
ian bohen,19,20,11
david threlfall,0,12,20,10,22
kelly keaton,12,1,19,13,10
dyan cannon,12,19,17,10,25
matt frewer,12,9,5,20,17,25,11
shantel vansanten,9,5,20,24
eddie griffin,12,19,16,5,20,17,25,11
alicia witt,9,19,5,20,17,24,21,10,25,8
george t. odom,20,17
megan ambuhl graner,0,16,17
adrian gonzalez,20,25
angeliki papoulia,5,20
sigríður maría egilsdóttir,19,20,25
marie pillet,20,25
george coe,12,5,21,10,11
norbert ferrer,16
alissa dean,19,20,3
robert maillet,12,9,5,20,17,10
jacob young,19,20,25
damian lewis,9,20,17
yousef 'joe' sweid,19,20,25
carroll baker,20,3,22
richard basehart,20,10
marcella lentz-pope,20,3
michael bowen,12,5,20,17
jason lewis,9,5,20,11
alice evans,9,5,25
thomas mitchell,0,1,19,20,21,25,22
agame malembo-emene,20
ivana milicevic,12,9,19,5,20,17,21,10,25,11
amanda wyss,24
stanislav ianevski,24
jesse jane,16
duane jones,9,20,24
linden ashby,5
henry ian cusick,12,19,5,20,17,3,21,22
raven-symoné,1,19,21,25
shari albert,19,20,25
jeffrey falcon,12,19,20,10,11,8
dick cheney,0,16
ron gelner,24
robert pine,9,5,20,17,24
zach mills,9,5,11
kate dickie,9,24
jeff fahey,5,20,24,11
alice greczyn,12,1,19,21,10,25
janet leigh,12,9,5,20,17,24,21
claude-oliver rudolph,9,5,11
adrian martinez,19,2,17,20,21,10,25
joan rivers,19,10,11
aitana sánchez-gijón,20,25
patricia belcher,9,19,20,24
luis tosar,19,5,20,24
t.c. stallings,20
luis rosado,20,25,8,23
brandon molale,12,9,5,20,17
bhavkhandan singh rakhra,25
chris zylka,12,5,24,21,10
martin sharpe,9,5,20,24
patrick mcgoohan,0,20,17,3,22
reiner schwarz,9,5,24,11
grace jones,12,21,10
victoria jackson,15,19
peter marquardt,12,5,20,17,25
topol,12,1,5,20,10,25,23
colin ferguson,19,20,25,11
betsy palmer,9,5,24
michel robin,19,13,20
rob jarvis,19,25
kate maberly,19,21,11,23
david herman,19,17,10,11
richard jaeckel,0,12,20,25
felicity huffman,9,19,5,20,10,25,8
mac mcdonald,9,5,20,17
josh hopkins,19,20,3,8
andrew robinson,24,21
gastón pauls,5,20,17
alma martinez,16,6
yassie hawkes,1
dian bachar,19,11
natalie coughlin,20
satish kaushik,20
shin'ya tsukamoto,12,20,24,10,11
evan mcguire,1,13,21,10
james mason,0,1,20,17,21,10,25,22,11
christopher denham,9,5,20,11
irène jacob,5,20
olivia d'abo,12,19,20,21,10,25
alana kaniewski,5,20,24
essie davis,0,12,20,10,25,11
casey kasem,1,19,13,10,25
jenna boyd,12,19,5,20,17
taylor dooley,12,1,21,10
richard farnsworth,12,2,20,3,10
shawn parsons,20,8
lena horne,1,21,10,8,23
2649,9,19,16,20,21,11
kenneth nkosi,12,20,17
georgina cates,19
andrew bryniarski,12,14,11
kathleen freeman,1,19,13,21,10
jasper cole,12,19,25
marie-josée croze,0,9,19,20,17,21,25
julia jones,12,5,2,20,21
alex sanborn,19,24
rene rosado,20,23
lisa ortiz,12,1,13,21,10,11
david wayne,19,5,20,25,11
billy barty,19
joseph sikora,9,5,17,24
charlie bewley,20,25
brenda song,1,19,21,14
joan fontaine,9,5,20,7
drew sidora,12,19,20,10,25,8
brooklynn proulx,20,21,25,11
jack taylor,20,17,10
valeria golino,12,5,20,3,10,25,11
jeanette branch,19,16
chi mcbride,12,9,19,5,20,17,14,11
amanda troop,13,10
julene renee,19,20
debra monk,20,25
alexandre rodrigues,20,17
olesya rulin,1,19,20,25,8,23
ben miles,12,19,5,20,17,25
david rasche,12,1,5,20,17,8
ivan okhlobystin,1,13,10
joe cross,16
geoffrey arend,9,19,5,17,24,21,10,25,11
nehemiah persoff,19,25,8
paul hogan,12,1,19,17,10
deray davis,20
odeya rush,1,19,20,24,21,10
justin edward seale,20,25
pixie davies,5,24
ingrid bolsø berdal,12,9,5,24,21,10,11
eric godon,19,20,17
karin konoval,24,11
nicole scherzinger,12,1,19,21,10,11
ornella muti,19,25
chi muoi lo,9,5,24,11
david ogden stiers,0,9,1,19,13,20,21,10,11
mackenzie davis,19,25
chris pontius,12,19,16,20
phoebe legere,12,19,24,11
logan browning,20,25
gérard jugnot,20,8
anneliese van der pol,19
marcia debonis,19,20,25
ray milland,20,7
ben falcone,1,19,13,20,21,25
brett wagner,5
ruby harris,9,24
alex winter,19,21,10,11,8
jean-pierre darroussin,19,20
ivan barnev,0,19,20,25
josie loren,19
rachel sterling,24
sean patrick thomas,19,20,25,8
robert wagner,12,9,19,5,20,17,10,14
joe egan,9,5,17
michael rispoli,12,19,5,20,17
shirley douglas,1,10
anders holm,19,13,21,10
erica linz,21
emily podleski,2,20
chris harrison,18,25,4
nate parker,0,12,9,5,20,3,10,22,8
ava gardner,0,12,1,20,10,25,22,23
bernie sanders,16,17,6
jaime zevallos,19,20,25
robert kennedy jr.,16,6
ryôko hirosue,12,19,5,20,17
jeremy renner,0,9,2,17,24,3,10,25,11,12,5,20,21,22
john sparkes,1,19,13
dick cavett,16
tisha campbell-martin,19,20,24,25,11,8,23
tyrone benskin,20,3,8
daphne zuniga,19,20
neil brown jr.,12,20,17,3,22,14,8
mary mouser,1,13,21,10
samantha mcleod,19,25,23
max cullen,9,5,20,17
jenette goldstein,12,19,20,10,25,11
ronee collins,5,24
jay paulson,5,24
johnny nguyen,12,5,20,17
joe howard,19,16
alan taylor,16
gary dourdan,12,9,19,5,20,24,11
kwesi ameyaw,20,17,3
lainie kazan,1,19,17,25
carlos alazraqui,19,17
mitsuo iwata,12,13,11
kathleen robertson,9,19,24
chenoa maxwell,19
corlandos scott,20,17,24
shobu kapoor,19,20,25
andrej nahtigal,19
chris mulkey,12,5,20,24,3,21,10,11,8
omari hardwick,0,12,19,5,20,17,8
jessica chastain,20,25
will estes,20,24
lisa bonet,12,9,19,5,20,17,25,8
sarah roemer,9,1,5,20,24
david suchet,12,1,19,13,10,11
john diehl,12,9,5,20,17
tim williams,5,24
rick dial,19,20,17
sylvester stallone,0,9,1,17,24,10,25,11,12,19,13,5,20,14
alonna shaw,12,17
raoul bova,12,19,5,20,24,25,11
jake mcdorman,5,20,17,11
jeanne moreau,0,19,5,20,25
chloe hollings,16
laurel holloman,19,20,3,25,14
catalina sandino moreno,0,19,20,17,25,22
celina beach,19,20,25,23
joe cassidy,5
conchata ferrell,19,20,24,3,21,25
sara gilbert,20
ryan robbins,9,5,24,11
jon hunter,16
bashar rahal,12,9,19,5,17,21,10
madison pettis,1,19,20,25,14
jordi vilasuso,9,5,20,24,11
stephen macht,19,11
eva marie saint,1,19,20,10,25
hector elizondo,12,1,19,13,5,20,21,10,25
scott patterson,9,24
françois bégaudeau,20
tye sheridan,12,20,21,10,11
luke perry,19,20
mel blanc,1,13,21,23
matt lucas,1,19,13,20,17,21,25
james duval,5,20,24,11
kerry cahill,20
amber rose revah,12,5,20,3,22
rachel hendrix,20,3,10,25
dan bilzerian,0,12,5,20,3
lilli lavine,19,25
jason mantzoukas,19
molly hagan,19,20
emma caulfield,12,9,5,20,24,21,25,22
catherine mccormack,0,12,13,5,20,17,24,10,25,11
kate del castillo,19,5,20,17,10
christine cavanaugh,1,19,13,20,10,23
bérénice bejo,12,19,20,10,25
haley bennett,1,19,5,20,24,21,10,25,8
ray nicholas,12,19,5
bill duke,12,19,5,20,17,24,3,10,25,11,8
richard wilson,20,10,22
robert rusler,24,21
bob hoskins,0,1,17,3,10,25,11,12,19,5,20,21,22,14,8,23
charlie murphy,20,25,8
cheryl penland,5,20,22
jenni 'jwoww' farley,19,20,25,4
satoshi tsumabuki,12,20
guillermo arriaga,9,2,17,20,10
justin fletcher,1,19,13
brenda bakke,12,5
carlos bardem,5,20,17,25
mike howard,20
jeff seymour,5,24
lara jill miller,12,1,13,10,11
l.q. jones,12,19,2,20,10,25
ali hillis,1,19,20,10,25
ronny cox,12,1,19,5,2,17,20,21,11
graziella galvani,20,17,25
ian whyte,12,5,24,21,10,11
billie burke,1,21,10,23
billy brown,12,1,5,21,10,11
melinda clarke,12,19,5,20,17,24,25,11
tal bachman,0,19,16
katt williams,12,1,19,20,21
lena olin,12,9,19,5,20,17,24,21,25
howard caine,1,20,22,23
ta'rhonda jones,20,8
adam garcia,9,1,19,5,20,3,25,8
rory kinnear,0,12,5,20,3,10
shelley waggener,20
numan acar,20,3
joe coffey,19,5,24
prateik,12,5,20,17
ana de la reguera,1,19,13,21,10,25,14
andrew keir,5,17,24
mykelti williamson,0,12,19,5,20,24,10,11
ali daniels,9,19,5,24
shaun weiss,1,19,20,14
mark addy,12,9,1,19,5,20,24,21,10,25,22,11,8
sarah butler,5,24
iván kamarás,12,24,21,10,11
nissim renard,9,20,24,11
marco treviño,20,3,22
devon murray,20
jon gunn,16
mackenzie crook,12,9,1,19,5,20,21,10,25,22
grant heslov,12,9,5,10,11
tac fitzgerald,9,5
liam aiken,1,19,5,20,17,21,10,25,11
cristián de la fuente,12,20,14
julia jentsch,0,19,20,25
sara stewart,20
katy mixon,12,19,5,20,21,25
natasha richardson,0,19,20,25,22
angela nordeng,20,17
billy gardell,19,25
johanna wokalek,0,20,3,25
emily wickersham,12,5,10,11
david margulies,9,19,5,20,25
sabrina revelle,19,20,25
james lorinz,19,20
paula kelly,5,11
harrison gilbertson,0,20,22
nicholas carella,12,11
kimberley crossman,19,5,24
mariel hemingway,12,20
william ragsdale,5,24
brian doyle-murray,1,19,21,25,14,11
bruce goodchild,20
paul freeman,12,5,20,17,3,10,25,14
george reeves,0,20,25,22
danny pino,1,19,5,20,24,10,25,11
julianne gabert,5,24
francesca rettondini,24
andy dick,19,5,20,25
kristen stewart,12,1,19,5,20,17,3,21,10,25,11,8
gina montana,20,21
darryl cox,19,20,17
ashleigh gryzko,24
kathleen turner,1,19,5,20,17,24,21,25,11
tom e. nicholson,1,11
nicholas braun,12,1,19,10,25,11
penn jillette,1,13,21,8
joshua ormond,19,20,17,11
cam clarke,1,19,13,10
carmine giovinazzo,20,25,14
mohamad haref harati,20
joseph mascolo,5,24,10
kenneth tobey,24,10,11
shirley henderson,12,1,19,2,17,20,3,21,25,22,23
david oakes,9,24
cheryl ladd,1,20,3,10,25
corinna harney,19,10
daniel baldwin,9,5,20,17,24
javed sheikh,1,19
tamara taylor,9,19,20,17,25
jerry stiller,12,1,19,13,20,21,25,8,23
michael smiley,12,19,20,17,21,11
sal mineo,12,11
noah danby,10
andrew garfield,0,12,9,5,20,17,3,21,10,25,11
marcell nagy,0,20,25
gary schwartz,20,10,22
ryan gosling,12,9,19,5,20,17,3,25,22,14
patricia raven,24
reginald owen,19,10,25,23
erin cipolletti,9,20,24
phoebe cates,19,20,24,21
jacob hopkins,12,5,24,21,11
gina holden,9,19,24,25
brooke shields,9,1,19,20,24,21,10,25
ty olsson,12,19,5,20,24,11
dylan schombing,12,20,10,25,22
steve james,12,20
gregg henry,12,9,19,5,20,17,24,11
erin o'brien,12,20
barbie castro,12,20,17
bobby brown,19,20,8
judy marte,20,25
salvator xuereb,5,20,17
amy steel,9,5,24
kelli williams,19,20
don s. davis,12,20,10,11
anna harr,24
charlotte stewart,24,21,11
nicholas rowe,9,5,21,10
robert neary,19,21
david gulpilil,19,20,3,10,22
doona bae,19,20,24,11
teryl rothery,5,20,24,21
terumi matthews,11
nia peeples,12,5,17
fortunato cerlino,5,20,17
judith o'dea,9,20,24
tara platt,5,17
wayne knight,12,1,19,13,5,20,17,21,10,14,11
josh gad,12,1,19,13,5,20,17,21,10,11,8,23
alice olivia clarke,20
aldo sambrell,12,2,20
anna nakagawa,9,5,17,24
patrick bauchau,9,5,20,24
jaymes butler,12,24,11
rob brown,20
matthew mcconaughey,0,9,2,17,3,10,25,11,12,19,5,20,21,22,14
jenny slate,19,20
pierfrancesco favino,12,1,21,10
rawiri paratene,1,20
robert forster,12,9,1,19,5,20,17,24,21,14,11
saif ali khan,1,19,13,25
anna kendrick,12,1,19,13,5,20,17,21,10,25,8,23
laraine day,20,10,25
geraldine mcewan,9,1,19,13,11
jimmy smits,5,20,17,24,25
ranbir kapoor,19,20,25,23
jim broadbent,0,1,17,3,10,25,11,12,19,13,5,20,21,22,8,23
riley keough,20
amanda mealing,20
alexandra holden,1,19,20,25
jon seda,12,5,20,17,3,14,8
dave sheridan,19,24
alexa havins,20,17
sara forestier,19,20,25
william joseph elk iii,20,8
shea whigham,19,5,20,17,25
roseanne barr,1,19,13,2,8
rebecca mader,19,20,25
beth riesgraf,1,19,13,21,8
common,9,1,16,17,10,25,11,12,19,13,5,20,21,14,8,23
valérie lemercier,19,21,11
elise muller,19,20,24,25
rainn wilson,12,1,19,13,5,20,17,10,25,11
wendie malick,12,1,19,13,20,17,21,10,25
alex vincent,24,21
yu-mi jeong,12,20
bernard fox,24
debra lynn hull,20,23
tom burke,19,5,20,17,24,25
russell peters,9,19,5,11
james eckhouse,5,20,17
clotilde mollet,9,20,25,8
countess vaughn,19
khalid abdalla,16,20,6,22
william kircher,20,17
michael angarano,1,17,24,3,10,25,11,12,19,5,20,21,22,14,8
harvey korman,1,19,2,21
ron rifkin,19,5,20,24,25,11
gabriel iglesias,19,21
anthony lapaglia,12,9,1,13,5,20,17,21,10,25
david della rocco,12,5,17
garrett clayton,1,21,10,23
matt stone,19,11
athina rachel tsangari,20,25
oanh nguyen,1,20,10
donna zovko,0,16
michael cudlitz,12,9,19,5,20,17,10,25
sahajak boonthanakit,12,5
nicholas bell,20,3,25,8
cecil kellaway,24,10,11
shelley duvall,19,20,24,21,10,25,11
